Data;Usuário;Nome;Tweet
2022-03-14 23:48:50+00:00;Gohan07842818;Gohan 🏁;@izabtuita Aí meu Deus  🌩️ vêm FanFic por aí PA e Jade  💒
2022-03-14 23:48:42+00:00;trappolamor;ambrose ♡'s vênus 📖: orv;eu com 13 escrevia fanfic de s/n com jb https://t.co/Y67NVHKKMB
2022-03-14 23:48:22+00:00;housewiIson;mares;pelo amor eu quero sentar no ônibus pra ler fanfic ninguém tem respeito pelo proletariado
2022-03-14 23:48:19+00:00;yveslindo;ahri do theo;no quinto ano escrevia fanfic sozinjo com amg escrevia self insert com livro c anime c td minha epoca mais produtiva
2022-03-14 23:48:10+00:00;hdalglex;mari. ➵;To sentindo que essa fanfic vai me dar depressão!!!! Adorei
2022-03-14 23:47:55+00:00;ultraviolIen;𓏲˖࣪ 𝘃𝗮𝗹𝗲𝗻 !! 𝘄𝗶𝘁𝗰𝗵 𝗲𝗻𝗯𝘆 ♤ 🍂;só vou terminar essa fic e vou ler a dê yani (つ≧▽≦)つ
2022-03-14 23:47:46+00:00;YASAHRl;manju;pior ainda do que 13 anos: com 11 anos eu fiz uma conta no spirit pra repostar uma fanfic zoada de bleach e fazer o meu casal acontecer porque eu simplesmente tinha descoberto o que era depressão depois de ver a morte do ulquiorra. https://t.co/C0p9torBY2
2022-03-14 23:47:44+00:00;mrs_MSHPT;𝕱𝖗𝖆𝖓𝖈𝖎𝖘𝖈𝖆♡🆔️;@tkmedicine Tás como eu kkk só que eu vou ler fic
2022-03-14 23:47:20+00:00;Tatatrt;CafetinaDeKiev 💙💛;@Tatiweigert @paularosiska Grandes chances de não ser fic 🤭
2022-03-14 23:47:04+00:00;girlwhirlpool;Juh 🔥 줄- Not Me;@aylinhadosedits eu assim depois que li sua fic kkkkkkkkkkkkkk
2022-03-14 23:46:56+00:00;_LeticiaBlack;Letícia Black ♿;@doyajones @Sou_Fa_McFly @goldencrs Socorro eu nem reparei HAHAHAHAHAHHA vai ser igual.uma fanfic pra vc então 😂😂😂😂
2022-03-14 23:46:34+00:00;JuArchasely;Lyla att toe;@M_Ashryver Serase vai ser sua primeira fic Mircy?
2022-03-14 23:46:25+00:00;duffnbones;dessie 💗🎂 #BVPBook;@wearyourcrown5 E eu tava de cá desesperada querendo um tempinho pra mexer na fic 😭😭😭😭 (e obrigadaaaa, amorzinho! 💗)
